closedSequence bible memory
	CloSpan	CMClaSP	BIDE	ClaSP
0,2	1548,3804092407227	1732,7056503295898	1296,4615783691406	1548,3713836669922
0,17500000000000002	1720,4127960205078	1548,4446029663086	1204,3058547973633	1548,3756103515625
0,15000000000000002	1892,458351135254	1548,3759841918945	1468,5388412475586	1548,3756103515625
0,12500000000000003	2236,5407943725586	1548,375961303711	1720,4219665527344	1720,4796295166016
0,10000000000000003	2580,6229858398438	1720,4168243408203	1892,4617919921875	2064,4995193481445
0,07500000000000004	3440,834342956543	1892,520622253418	2580,6294174194336	2236,540855407715
0,05000000000000004	5333,315238952637	2277,049186706543	4378,916763305664	3152,9190521240234
0,025000000000000036	4668,660430908203	3827,565086364746	9126,801849365234	6571,347305297852
