;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.01;160.5049819946289;254.30623626708984;141.1655731201172;174.3093032836914;490.5756072998047;435.9653091430664;497.9336700439453;217.2156982421875
0.009000000000000001;122.42364501953125;231.25201416015625;121.62930297851562;178.85458374023438;500.1180877685547;442.2073745727539;504.69234466552734;222.30587005615234
0.008;122.68933868408203;233.57860565185547;121.76473999023438;180.23631286621094;501.55067443847656;463.29041290283203;505.40779876708984;244.25381469726562
0.007;122.74454498291016;233.10735321044922;121.81426239013672;223.26473236083984;501.81217193603516;463.09104919433594;505.18175506591797;266.2361602783203
0.006;122.70523071289062;254.26329803466797;121.75028228759766;244.8007354736328;500.84031677246094;483.9839553833008;504.4540023803711;308.16246795654297
0.005;122.6249771118164;274.6919250488281;121.77374267578125;266.52001190185547;500.6128692626953;483.0142364501953;503.9823455810547;350.41751861572266
0.004;143.94308471679688;294.97413635253906;121.76448059082031;288.23509979248047;500.12955474853516;503.5093231201172;503.2594223022461;392.1604232788086
0.003;143.9139175415039;315.39795684814453;121.79471588134766;330.8905944824219;499.4015121459961;523.4773254394531;502.5346984863281;495.7240982055664
0.002;143.8252410888672;376.77918243408203;142.62454986572266;394.72847747802734;498.70958709716797;585.5493316650391;495.27767181396484;737.4466247558594
0.001;184.95071411132812;559.3597564697266;163.08032989501953;539.5984725952148;496.2824172973633;708.0560531616211;495.75396728515625;1131.9826126098633
