;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.01;1072.7977142333984;1165.298355102539;1085.954216003418;1140.3579788208008;1091.5421600341797;461.7442321777344;513.0361633300781;1159.4449081420898
0.009000000000000001;1081.7715759277344;1176.5;1082.4861373901367;1135.5960540771484;1089.0711975097656;461.0414581298828;507.11109924316406;1175.5846252441406
0.008;1080.8545227050781;1176.5;1074.9861907958984;1154.6643753051758;1091.6775588989258;460.43285369873047;513.871711730957;1199.0344772338867
0.007;1075.4834060668945;1209.2434539794922;1085.9724807739258;1182.7219772338867;1072.5170059204102;474.19617462158203;499.63379669189453;1221.1155700683594
0.006;1085.7436828613281;1224.4616470336914;1085.7103576660156;1207.435043334961;1097.331443786621;474.28311920166016;499.7038040161133;1246.2324523925781
0.005;1085.9831237792969;1222.3445739746094;1085.7886581420898;1232.5373992919922;1097.5519943237305;499.0496826171875;499.7362976074219;1272.0
0.004;1098.223762512207;1251.5;1096.2396926879883;1259.5;1087.4907455444336;498.5628890991211;499.21466064453125;1277.5
0.003;1082.8914794921875;1203.0;1080.739501953125;1174.5;1092.7304763793945;544.1866989135742;504.0115509033203;1161.0
0.002;1096.391128540039;1130.5;1090.196632385254;328.3091735839844;1083.2708435058594;589.7487564086914;499.94529724121094;1115.0
0.001;1089.0;1093.0;123.32493591308594;497.21997833251953;510.81754302978516;704.4301300048828;505.8422546386719;1181.4360122680664
