;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.8;5191.181251525879;4532.344505310059;5272.998664855957;5248.8214111328125;5239.144371032715;1579.2895736694336;2450.450408935547;5250.965179443359
0.775;5316.264198303223;5799.432655334473;5314.680389404297;6124.473747253418;5272.791534423828;2631.3185119628906;2444.2307662963867;5935.988845825195
0.75;5317.45637512207;6901.482666015625;5316.609901428223;6711.963333129883;5314.378280639648;3738.0643920898438;2473.29305267334;6721.047302246094
0.725;5494.544013977051;8505.316604614258;5336.797187805176;7785.916435241699;5334.537925720215;4991.442291259766;2467.448715209961;8998.388076782227
0.7;5347.4411544799805;9032.324325561523;5499.925018310547;8683.582054138184;5312.613578796387;6025.551368713379;2465.369888305664;8991.141159057617
0.6749999999999999;5518.531776428223;9032.324325561523;5505.496505737305;9032.324325561523;5346.5893478393555;8005.716514587402;2478.3489532470703;9032.324447631836
0.6499999999999999;5503.636978149414;9032.324325561523;5527.605392456055;9032.324325561523;5286.283622741699;9032.324325561523;2512.460807800293;9032.324447631836
0.6249999999999999;5544.485130310059;8946.764762878418;5495.412689208984;8690.230224609375;5266.32356262207;8920.30892944336;2477.021598815918;9032.324447631836
0.5999999999999999;5546.50358581543;9032.324325561523;5485.90007019043;9032.324325561523;5286.486503601074;8955.207885742188;2491.3821868896484;9032.324447631836
0.5749999999999998;5544.312683105469;9032.324325561523;5530.741149902344;9032.324325561523;5281.725479125977;8440.824188232422;2493.093635559082;9032.324310302734
0.5499999999999998;5541.167350769043;9032.324188232422;5531.949310302734;8870.45630645752;5346.1154861450195;9009.020347595215;2494.3809814453125;9032.324310302734
0.5249999999999998;5544.444496154785;9032.324188232422;5463.851432800293;9032.323760986328;5276.476692199707;8989.6011428833;2516.31681060791;9032.324310302734
