;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.01;519.2723693847656;562.7005157470703;607.9460220336914;414.93675994873047;207.2985382080078
0.009000000000000001;490.3255157470703;578.8884201049805;528.1279449462891;365.0137939453125;119.1087417602539
0.008;494.38941955566406;564.6282730102539;435.93251037597656;291.87830352783203;804.7481918334961
0.007;506.82511138916016;649.93603515625;467.3861389160156;326.00865936279297;807.5
0.006;506.9083709716797;874.923828125;466.27120208740234;329.7126159667969;816.091064453125
0.005;506.3348846435547;1061.3316040039062;558.6194381713867;420.8839569091797;119.17198944091797
0.004;495.0088424682617;966.4619750976562;587.0616607666016;439.64942932128906;136.5965118408203
0.003;497.6418991088867;793.6835403442383;680.6705322265625;538.0677795410156;204.33741760253906
0.002;491.5542449951172;762.571159362793;458.73644256591797;309.9985580444336;320.9934997558594
0.001;559.2620391845703;835.0939865112305;467.8004608154297;360.15635681152344;321.7693099975586
