;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.01;550.7912826538086;567.0827026367188;225.1608123779297;475.1766128540039;277.7065200805664
0.009000000000000001;521.0435333251953;643.7862701416016;595.3731689453125;417.6363983154297;188.76529693603516
0.008;490.5012741088867;637.4325561523438;500.15035247802734;348.76258087158203;806.5
0.007;495.7668991088867;720.6128997802734;509.0269775390625;339.34230041503906;95.9888916015625
0.006;497.55086517333984;935.007698059082;509.8047790527344;354.4979476928711;95.95484924316406
0.005;497.2835006713867;1008.3009948730469;497.1225051879883;378.94798278808594;810.190803527832
0.004;492.8691940307617;942.0595626831055;587.6603546142578;452.3273620605469;117.74808502197266
0.003;495.09175872802734;1063.2310409545898;670.7017822265625;536.9618606567383;201.12315368652344
0.002;503.43824005126953;888.7303314208984;443.65001678466797;364.32471466064453;366.18209075927734
0.001;492.1499481201172;861.5014953613281;442.95802307128906;323.15721130371094;308.44295501708984
