;PrefixSpan;SPADE;CMSPADE;CMSPAM;LAPIN;SPAM
0.01;332;803;5706;768;3568;1748
0.009000000000000001;306;814;5221;963;4221;2070
0.008;277;901;5472;974;4451;2449
0.007;292;991;5666;918;6321;3587
0.006;314;1294;5965;1085;8614;4626
0.005;351;1347;5902;1380;13373;7214
0.004;422;1524;5589;1918;21864;11041
0.003;599;2110;5654;2971;43674;21682
0.002;1610;3736;6923;5480;98463;54652
