closedSequence bible time
	CloSpan	BIDEPlus	CMClaSP	ClaSP
0,2	1204,8	766,2	1286,6	1564,6
0,17500000000000002	1216,0	837,0	1304,8	1709,2
0,15000000000000002	1517,2	969,2	1392,6	2044,8
0,12500000000000003	2035,4	1259,0	1508,0	2615,8
0,10000000000000005	2544,4	1593,2	1714,0	3291,0
0,07500000000000004	3747,0	2369,4	2182,0	4438,4
0,05000000000000003	6769,0	4227,2	3315,6	7607,0
0,025000000000000033	19071,2	12008,6	7120,0	17623,2
