sequence kosarakSeq size
	PrefixSpan	SPADE	CMSPADE	CMSPAM	LAPIN	SPAM
0,01	394,0	394,0	394,0	394,0	394,0	394,0
0,009000000000000001	481,0	481,0	481,0	481,0	481,0	481,0
0,008	596,0	596,0	596,0	596,0	596,0	596,0
0,007000000000000001	813,0	813,0	813,0	813,0	813,0	813,0
0,006	1150,0	1150,0	1150,0	1150,0	1150,0	1150,0
0,005	1673,0	1673,0	1673,0	1673,0	1673,0	1673,0
0,004	2656,0	2656,0	2656,0	2656,0	2656,0	2656,0
0,003	5079,0	5079,0	5079,0	5079,0	5079,0	5079,0
0,002	15261,0	15261,0	15261,0	15261,0	15261,0	15261,0
