closedSequence kosarakSeq memory
	CloSpan	BIDEPlus	CMClaSP	ClaSP
0,01	1310,393258666992	801,4593215942383	946,5511642456055	1273,5499908447266
0,009000000000000001	1310,3901672363281	727,728483581543	909,685270690918	1273,550927734375
0,008	1455,462173461914	739,7103057861328	946,5262817382812	1455,4541229248048
0,007000000000000001	1819,3236068725587	946,5257019042969	921,6417526245117	1637,3911239624024
0,006	2183,195832824707	1066,7060424804688	1103,575909423828	1976,369906616211
0,005	2910,9299133300783	1273,521907043457	1091,5946075439454	2547,046730041504
0,004	4402,421994018555	1637,383689880371	1139,5978454589845	3456,710870361328
0,003	8695,949172973633	2723,699188232422	1452,6514434814453	5992,198751831054
0,002	7488,877131652832	6284,7535598754885	2013,8530258178712	4310,686723327637
