closedSequence kosarakSeq time
	CloSpan	BIDEPlus	CMClaSP	ClaSP
0,01	1191,6	440,4	676,8	1650,0
0,009000000000000001	1219,6	448,4	681,8	1882,0
0,008	1397,2	476,0	693,0	2152,0
0,007000000000000001	1805,6	561,2	722,6	2775,8
0,006	2315,6	655,6	805,8	3650,8
0,005	3618,4	913,2	967,8	5303,2
0,004	4877,4	1203,0	1025,0	7209,2
0,003	8982,2	1933,2	1344,2	12715,6
0,002	20276,6	4705,0	2205,0	26751,0
