;PrefixSpan;SPADE;CMSPADE;CMSPAM;LAPIN;SPAM
0.2;138;223;370;248;585;287
0.17500000000000002;148;244;381;282;724;343
0.15000000000000002;169;273;394;346;977;448
0.12500000000000003;199;321;417;437;1278;611
0.10000000000000003;252;389;456;635;1932;942
0.07500000000000004;350;535;536;1022;3163;1625
0.05000000000000004;623;887;765;2175;6224;3416
0.025000000000000036;1734;2304;2045;7606;19586;11614
