;CloSpan;BIDEPlus;CMClaSP;ClaSP
0.2;1114;694;1364;1582
0.17500000000000002;1286;832;1254;1660
0.15000000000000002;1489;960;1353;1962
0.12500000000000003;1958;1238;1479;2618
0.10000000000000003;2527;1598;1714;3325
0.07500000000000004;3705;2332;2169;4435
0.05000000000000004;6694;4188;3406;7782
0.025000000000000036;18257;11860;6951;17468
