;CloSpan;BIDEPlus;CMClaSP;ClaSP
0.2;1051;688;1196;1490
0.17500000000000002;1208;813;1286;1650
0.15000000000000002;1473;1000;1461;2152
0.12500000000000003;2071;1337;1606;2707
0.10000000000000003;2526;1587;1711;3290
0.07500000000000004;3721;2337;2181;4478
0.05000000000000004;6701;4188;3321;7325
0.025000000000000036;18759;11935;7164;17617
