;CloSpan;BIDEPlus;CMClaSP;ClaSP
0.2;1098;725;1239;1555
0.17500000000000002;1192;879;1353;1848
0.15000000000000002;1536;960;1333;1962
0.12500000000000003;1957;1223;1480;2567
0.10000000000000003;2527;1585;1708;3281
0.07500000000000004;3700;2317;2169;4398
0.05000000000000004;6664;4256;3214;7548
0.025000000000000036;18526;11824;7122;17463
