;PrefixSpan;SPADE;CMSPADE;CMSPAM;LAPIN;SPAM
0.2;140;234;370;252;644;293
0.17500000000000002;146;264;383;286;792;347
0.15000000000000002;168;284;399;351;1064;454
0.12500000000000003;199;331;416;443;1411;616
0.10000000000000003;248;405;459;643;2202;956
0.07500000000000004;346;556;539;1037;3560;1642
0.05000000000000004;628;915;773;2211;6897;3444
0.025000000000000036;1736;2368;2081;7762;20992;11690
