;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.01;140;140;140;140;140;140;140;140
0.009000000000000001;164;164;164;164;164;164;164;164
0.008;199;199;199;199;199;199;199;199
0.007;244;244;244;244;244;244;244;244
0.006;294;294;294;294;294;294;294;294
0.005;394;394;394;394;394;394;394;394
0.004;540;540;540;540;540;540;540;540
0.003;806;806;806;806;806;806;806;806
0.002;1756;1756;1756;1756;1756;1756;1756;1756
0.001;5693;5693;5693;5693;5693;5693;5693;5693
