;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.8;2609;2674;2625;2764;2725;2098;2117;2741
0.775;2971;3852;3136;3817;3174;4765;2797;4500
0.75;3227;4579;3088;4366;3147;7945;3001;5706
0.725;3168;6155;3173;5304;3244;11520;4350;15358
0.7;3175;7630;3181;5921;3240;14725;4984;15185
0.6749999999999999;3191;9532;3185;8771;3278;20348;4524;22329
0.6499999999999999;3237;11365;3245;10640;3340;31979;5453;47792
0.6249999999999999;3231;11307;3232;10680;3345;29233;5449;47821
0.5999999999999999;3241;11476;3231;9790;3375;29431;5469;47777
0.5749999999999998;3240;12403;3232;10673;3345;31713;5604;47849
0.5499999999999998;3265;21152;3259;14740;3380;53283;7838;85567
0.5249999999999998;3264;34626;3259;20342;3370;90714;11681;85351
