;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.8;2857;2916;2857;2971;2943;2049;2281;2953
0.775;3060;3827;3050;3757;3109;4744;2660;4331
0.75;3082;4608;3089;4343;3135;7800;2973;5673
0.725;3168;6166;3163;5313;3228;11401;3437;15230
0.7;3168;7692;3160;5917;3230;14536;3791;15198
0.6749999999999999;3182;9576;3175;8607;3265;20128;4524;22399
0.6499999999999999;3226;11500;3235;10619;3330;29081;5450;47865
0.6249999999999999;3236;11444;3238;10666;3336;29314;5459;47886
0.5999999999999999;3230;11423;3232;9805;3329;29824;5475;48309
0.5749999999999998;3232;12535;3232;10659;3336;31387;5599;47943
0.5499999999999998;3261;21415;3271;14768;3365;53048;7703;85186
0.5249999999999998;3256;34872;3260;20311;3371;90440;11618;85183
