;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.8;2858;2921;2868;2952;2938;2046;2291;2944
0.775;3063;3846;3064;3746;3113;4756;2660;4323
0.75;3096;4611;3086;4324;3133;7816;2975;5679
0.725;3176;6191;3164;5280;3238;11371;3439;15106
0.7;3273;7604;3168;5907;3224;14505;3794;15123
0.6749999999999999;3186;9495;3194;8619;3261;20167;4518;22267
0.6499999999999999;3234;11396;3233;10653;3329;29203;5445;46956
0.6249999999999999;3248;11303;3235;10574;3329;29361;5509;46957
0.5999999999999999;3236;11439;3254;9816;3326;29653;5479;47172
0.5749999999999998;3235;12473;3235;10537;3328;31476;5602;46936
0.5499999999999998;3262;21288;3277;14831;3357;53377;7722;84994
0.5249999999999998;3258;35036;3286;20565;3361;90477;11610;85005
