;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.8;2863;2915;2890;2951;2939;2030;2284;2931
0.775;3055;3828;3058;3730;3105;4740;2655;4338
0.75;3088;4612;3098;4329;3134;7834;2969;5670
0.725;3165;6245;3163;5279;3222;11373;3445;15122
0.7;3162;7582;3169;5915;3225;14501;3805;15235
0.6749999999999999;3180;9492;3188;8484;3276;20063;4528;22317
0.6499999999999999;3234;11419;3240;10789;3328;29148;5491;47005
0.6249999999999999;3239;11368;3235;10591;3336;29314;5453;47076
0.5999999999999999;3240;11512;3240;9819;3325;29571;5498;47065
0.5749999999999998;3232;12398;3234;10704;3327;31381;5677;47028
0.5499999999999998;3263;21264;3266;14641;3360;52979;7753;85348
0.5249999999999998;3263;34941;3263;20380;3362;90281;11663;85005
