;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.5;42;30;65;85;57
0.45;42;48;95;126;97
0.4;43;75;127;172;153
0.35000000000000003;45;136;205;240;284
0.30000000000000004;48;224;300;328;621
0.25000000000000006;50;366;460;452;1215
0.20000000000000007;58;639;870;697;10803
0.15000000000000008;68;1170;1377;987;20423
0.10000000000000007;106;2534;2513;1606;357868
