;CloSpan;CMClaSP;BIDE;ClaSP
0.2;486;407;213;493
0.17500000000000002;581;392;250;576
0.15000000000000002;756;473;329;717
0.12500000000000003;1014;561;463;869
0.10000000000000003;1518;768;688;1180
0.07500000000000004;2433;1053;1183;1716
0.05000000000000004;5246;2053;2649;3045
0.025000000000000036;16192;5813;9377;9747
