;CloSpan;BIDEPlus;CMClaSP;ClaSP
0.2;465;201;301;433
0.17500000000000002;564;236;343;500
0.15000000000000002;747;309;409;627
0.12500000000000003;1021;423;484;812
0.10000000000000003;1507;646;654;1150
0.07500000000000004;2451;1122;969;1781
0.05000000000000004;4939;2514;1749;3213
0.025000000000000036;14935;8780;4763;8481
