;CloSpan;BIDEPlus;CMClaSP;ClaSP
0.2;465;200;307;437
0.17500000000000002;584;236;344;503
0.15000000000000002;748;307;404;633
0.12500000000000003;1017;423;486;805
0.10000000000000003;1505;650;657;1154
0.07500000000000004;2446;1121;965;1777
0.05000000000000004;4942;2519;1748;3199
0.025000000000000036;14957;8800;4767;8476
