;CloSpan;BIDEPlus;CMClaSP;ClaSP
0.2;470;201;304;433
0.17500000000000002;569;235;340;503
0.15000000000000002;746;306;403;628
0.12500000000000003;1021;420;482;808
0.10000000000000003;1567;642;653;1142
0.07500000000000004;2450;1112;957;1776
0.05000000000000004;4937;2502;1730;3226
0.025000000000000036;14951;8799;4785;8483
