;PrefixSpan;SPADE;CMSPADE;CMSPAM;LAPIN;SPAM
0.01;257;781;2270;739;3324;2135
0.009000000000000001;265;890;2468;832;3640;2384
0.008;265;912;2306;851;4424;2915
0.007;303;1036;2337;942;6129;4129
0.006;328;1224;2386;1149;8240;5709
0.005;391;1504;2573;1567;13310;9004
0.004;468;1962;2594;2025;19310;13648
0.003;739;3091;3368;3544;37114;23882
0.002;1792;5738;4528;6319;88178;56011
