;PrefixSpan;SPADE;CMSPADE;CMSPAM;LAPIN;SPAM
0.01;250;797;2279;678;3165;2020
0.009000000000000001;265;848;2390;719;3671;2387
0.008;281;926;2333;879;4876;3094
0.007;406;1036;2324;957;6069;4140
0.006;333;1225;2395;1175;8347;5705
0.005;379;1520;2462;1505;12818;9361
0.004;473;2167;2702;2081;19420;13642
0.003;676;2962;3176;3263;37849;23500
0.002;1696;5472;4532;6789;89352;56279
