;PrefixSpan;SPADE;CMSPADE;CMSPAM;LAPIN;SPAM
0.01;329;848;2442;738;3516;2118
0.009000000000000001;282;844;2290;757;3696;2401
0.008;297;942;2305;840;4440;2931
0.007;312;1052;2343;984;6071;4144
0.006;344;1243;2445;1192;8361;5826
0.005;457;1629;2696;1683;12900;9026
0.004;489;1977;2618;2042;19388;14094
0.003;719;3266;3211;3263;37112;24158
0.002;1707;5497;4556;6332;88963;56103
