;PrefixSpan;SPADE;CMSPADE;CMSPAM;LAPIN;SPAM
0.01;265;817;2465;719;3172;2036
0.009000000000000001;270;832;2340;723;3727;2387
0.008;282;926;2317;813;4708;3012
0.007;297;1056;2337;958;6071;4185
0.006;363;1304;2520;1243;8800;5727
0.005;375;1524;2469;1504;12846;9032
0.004;500;3546;3453;2051;20239;14198
0.003;676;2966;3275;3234;37574;23639
0.002;1696;5445;4531;6301;88598;55631
