;PrefixSpan;SPADE;CMSPADE;CMSPAM;LAPIN;SPAM
0.01;379;914;3072;946;3942;2154
0.009000000000000001;350;958;2714;916;4273;2540
0.008;286;984;2619;927;4440;2962
0.007;344;1145;2469;1016;6055;4156
0.006;391;1316;2555;1314;8821;5747
0.005;407;1551;2609;1504;12798;9099
0.004;501;1964;2868;2026;20074;14260
0.003;709;2993;3374;3276;37553;24516
0.002;1712;5510;4611;6384;88966;60267
