;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.8;3069;809;2985;3997;2300
0.775;3149;2330;5129;8108;2685
0.75;3174;4375;7903;12521;3004
0.725;3272;6344;13252;22033;3488
0.7;3292;8798;17420;25499;3826
0.6749999999999999;3315;10994;19435;28822;4554
0.6499999999999999;3388;13833;25315;35353;5498
0.6249999999999999;3385;13855;25154;35359;5502
0.5999999999999999;3392;13940;25176;35443;5500
0.5749999999999998;3390;15021;25914;36483;5763
0.5499999999999998;3427;29540;41219;44345;7750
0.5249999999999998;3424;50617;58033;58386;11653
