;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.8;3069;800;2763;3862;2157
0.775;3041;2323;5259;7482;2943
0.75;3149;4360;7914;11372;3299
0.725;3245;6330;13284;19241;4264
0.7;3237;8755;17454;22184;3986
0.6749999999999999;3376;11004;19839;25113;4517
0.6499999999999999;3350;13812;25196;30629;5449
0.6249999999999999;3342;13866;25344;30991;5470
0.5999999999999999;3352;13932;25372;30967;5478
0.5749999999999998;3351;15072;26010;35445;5646
0.5499999999999998;3448;29573;41547;44266;7751
0.5249999999999998;3433;50657;57684;58067;11659
