;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.8;2976;808;2987;4008;2312
0.775;3149;2341;5144;8113;2689
0.75;3186;4371;7910;12535;3005
0.725;3275;6358;13282;21745;3475
0.7;3276;8797;17227;25625;3832
0.6749999999999999;3323;11011;19778;29206;4563
0.6499999999999999;3388;13833;25229;35457;5486
0.6249999999999999;3387;13899;25133;35369;5498
0.5999999999999999;3428;13967;25158;35347;5515
0.5749999999999998;3386;15085;25727;36332;5645
0.5499999999999998;3469;29599;41428;44152;7724
0.5249999999999998;3427;50702;58008;58192;11643
