;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.01;948;2566;3043;2615;12850
0.009000000000000001;812;2957;3219;2811;10404
0.008;824;3361;3526;3065;13746
0.007;825;3951;4295;3552;19496
0.006;829;4727;4961;4113;26252
0.005;839;5855;5827;4724;36635
0.004;872;7513;7106;6788;55651
0.003;881;10549;8581;6982;84334
0.002;873;17292;12423;9890;188444
0.001;939;35256;19405;14820;533164
