;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.8;491.87481689453125;188.50724029541016;882.431037902832;1030.493019104004;543.8904418945312
0.775;460.87601470947266;170.35225677490234;997.3421020507812;1517.1384963989258;634.7110214233398
0.75;531.7267379760742;190.20126342773438;906.947509765625;1435.84375;637.9198684692383
0.725;448.3002166748047;172.27276611328125;987.1678085327148;1273.968505859375;641.7627029418945
0.7;260.97423553466797;608.4510803222656;1011.2860336303711;1146.9159851074219;532.9352722167969
0.6749999999999999;879.9318618774414;609.1397323608398;1157.987289428711;1329.5584259033203;621.8979415893555
0.6499999999999999;508.3322982788086;616.571418762207;1054.0094680786133;1539.5713348388672;326.67244720458984
0.6249999999999999;713.0170974731445;629.1577377319336;1035.6399536132812;1553.3951263427734;259.9673843383789
0.5999999999999999;700.2986755371094;627.0484390258789;1091.9997863769531;1741.0965576171875;336.8993453979492
0.5749999999999998;715.244743347168;628.5110092163086;1131.4608459472656;1404.3209991455078;669.7987518310547
0.5499999999999998;618.5718460083008;661.640380859375;1230.356559753418;1789.4000244140625;750.7221221923828
0.5249999999999998;781.136116027832;686.2295913696289;1422.3702392578125;1677.5123443603516;234.71448516845703
