;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.5;153;153;153;153;153;153;153;153
0.45;329;329;329;329;329;329;329;329
0.4;565;565;565;565;565;565;565;565
0.35000000000000003;1189;1189;1189;1189;1189;1189;1189;1189
0.30000000000000004;2735;2735;2735;2735;2735;2735;2735;2735
0.25000000000000006;5545;5545;5545;5545;5545;5545;5545;5545
0.20000000000000007;53663;53663;53663;53663;53663;53663;53663;53663
0.15000000000000008;98575;98575;98575;98575;98575;98575;98575;98575
0.10000000000000007;574513;574513;574513;574513;574513;574513;574513;574513
