;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.8;0;0;0;0;0
0.775;32;32;32;32;32
0.75;64;64;64;64;64
0.725;99;99;99;99;99
0.7;132;132;132;132;132
0.6749999999999999;164;164;164;164;164
0.6499999999999999;199;199;199;197;199
0.6249999999999999;200;200;200;197;200
0.5999999999999999;202;202;202;197;202
0.5749999999999998;226;226;226;212;226
0.5499999999999998;474;474;474;308;474
0.5249999999999998;787;787;787;466;787
