;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.8;5256.869247436523;720.469108581543;4505.262252807617;4684.047164916992;4162.530914306641
0.775;5248.408500671387;720.0477066040039;5768.966522216797;6605.703262329102;4255.964462280273
0.75;5319.9554443359375;765.0139694213867;6881.574653625488;8678.654731750488;4252.265487670898
0.725;5315.3317947387695;704.8744506835938;8476.419273376465;3150.9336318969727;4305.184844970703
0.7;5201.132308959961;708.7454223632812;9032.332412719727;5142.974571228027;4132.826431274414
0.6749999999999999;5288.259338378906;672.3268203735352;9032.332275390625;7304.02766418457;4069.5839920043945
0.6499999999999999;5346.235626220703;742.7999572753906;8967.621536254883;1365.1599960327148;4035.9312744140625
0.6249999999999999;5375.059463500977;723.0129699707031;8916.043716430664;1377.2535781860352;4036.8685913085938
0.5999999999999999;5376.309310913086;684.133903503418;9032.331809997559;1374.3353805541992;4042.055404663086
0.5749999999999998;5389.40714263916;684.9836730957031;9032.331809997559;2051.0379333496094;4049.020263671875
0.5499999999999998;5398.693656921387;685.4390029907227;9032.3316116333;6808.255355834961;4042.7801513671875
0.5249999999999998;5336.469825744629;834.4475708007812;9032.3316116333;6258.173484802246;4107.566619873047
