;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.8;5213.44953918457;654.4965896606445;4621.230407714844;4677.999404907227;4053.014961242676
0.775;5235.14436340332;685.2922668457031;5661.000907897949;6784.336563110352;4015.840545654297
0.75;5254.504768371582;701.2121963500977;6858.346031188965;8632.39655303955;4070.192558288574
0.725;5308.946647644043;705.6898345947266;8496.246681213379;3151.880226135254;4119.2990798950195
0.7;5193.898773193359;708.6252670288086;9032.330772399902;5142.923751831055;4132.770881652832
0.6749999999999999;5298.882080078125;671.8481674194336;9032.330619812012;7267.501739501953;4153.378273010254
0.6499999999999999;5316.324485778809;673.6681518554688;9032.330619812012;1377.159812927246;4025.0948333740234
0.6249999999999999;5366.793022155762;683.8890228271484;8931.58177947998;1362.734016418457;4035.587226867676
0.5999999999999999;5374.600570678711;684.0506362915039;9032.330619812012;1377.928321838379;4044.4180908203125
0.5749999999999998;5392.557243347168;685.1350250244141;9032.330436706543;2051.0169067382812;4049.9731063842773
0.5499999999999998;5406.915138244629;685.1928787231445;9032.330352783203;6809.212608337402;4043.6561431884766
0.5249999999999998;5337.626312255859;834.5099334716797;9032.33014678955;6259.859535217285;4107.104774475098
