;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.8;5222.601600646973;714.5712203979492;4645.626480102539;4661.565277099609;4109.838592529297
0.775;5360.658782958984;717.7048797607422;5744.791687011719;6781.200820922852;4262.4731521606445
0.75;5328.091514587402;745.3409652709961;6905.078155517578;8692.561729431152;4260.306854248047
0.725;5325.383644104004;707.6990814208984;8519.93489074707;3219.9514770507812;4306.334892272949
0.7;5382.918426513672;710.6833038330078;9032.314971923828;5153.328186035156;4308.130187988281
0.6749999999999999;5340.183860778809;673.9372024536133;9032.314064025879;7270.541305541992;4189.433876037598
0.6499999999999999;5330.0776290893555;700.514518737793;9032.313690185547;1753.0424880981445;4041.2983627319336
0.6249999999999999;5388.397613525391;711.1154403686523;8944.79532623291;1886.1787567138672;4026.60604095459
0.5999999999999999;5368.808311462402;684.8603744506836;9032.313606262207;2244.783966064453;4053.0667266845703
0.5749999999999998;5397.906761169434;686.0962905883789;9032.313468933105;3666.4877319335938;4079.340805053711
0.5499999999999998;5269.148651123047;687.9113464355469;9020.58023071289;7856.1313400268555;4057.60733795166
0.5249999999999998;5334.3251953125;835.4356460571289;9032.312957763672;6820.632537841797;4067.201042175293
