;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.8;5328.507026672363;726.8914642333984;4546.16316986084;4724.794990539551;4143.542427062988
0.775;5224.466682434082;720.5005645751953;5742.275672912598;6648.764007568359;4120.3264083862305
0.75;5374.338981628418;715.2360076904297;6984.325225830078;8616.739921569824;4128.743408203125
0.725;5385.317314147949;716.1874389648438;8631.890266418457;2995.2230224609375;4165.346214294434
0.7;5251.958236694336;720.0284957885742;9214.102905273438;5010.19637298584;4011.900291442871
0.6749999999999999;5288.413909912109;723.297119140625;9216.5;7101.237335205078;4167.892311096191
0.6499999999999999;5255.168739318848;720.3164672851562;9206.985984802246;9553.012794494629;4162.515121459961
0.6249999999999999;5429.367782592773;720.0050888061523;9203.954063415527;9757.242401123047;4163.709190368652
0.5999999999999999;5430.925483703613;720.1401519775391;9209.745559692383;10175.501770019531;4164.877670288086
0.5749999999999998;5432.449203491211;720.2722473144531;9216.5;2118.907745361328;4014.447364807129
0.5499999999999998;5291.771598815918;723.5979919433594;9536.136199951172;5460.835723876953;4032.684585571289
0.5249999999999998;5315.811363220215;725.7533798217773;9612.908042907715;1599.1935272216797;4042.0953674316406
