;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.01;1189.2290802001953;1327.749122619629;1235.4031982421875;1235.4031829833984;1327.568229675293;529.4586181640625;882.4309005737305;1235.4032363891602
0.009000000000000001;1235.4032440185547;1235.584098815918;1235.4032363891602;1235.4031982421875;1235.4032516479492;529.458610534668;882.4308242797852;1235.4031829833984
0.008;1235.4031982421875;1327.7490921020508;1235.403205871582;1235.4031829833984;1235.4031677246094;529.4585189819336;882.4308319091797;1235.403221130371
0.007;1235.403175354004;1235.5840682983398;1235.4031677246094;1235.698356628418;1235.403175354004;621.6235275268555;974.5958480834961;1235.403205871582
0.006;1235.403190612793;1235.5840759277344;1235.4031677246094;1327.8395538330078;1235.403190612793;529.4585037231445;882.4308319091797;1411.8893966674805
0.005;1235.4031829833984;1235.584083557129;1235.403190612793;1327.5681762695312;1235.4031982421875;529.4585189819336;882.4308395385742;1411.8893966674805
0.004;1327.5681686401367;1412.0707244873047;1235.4032135009766;1411.8999099731445;1235.4031829833984;529.4585189819336;882.4308242797852;1411.913215637207
0.003;1235.4031677246094;1412.0702514648438;1235.403175354004;1411.8893356323242;1235.4031372070312;529.4585189819336;882.4308319091797;1588.375587463379
0.002;1235.403221130371;1412.071159362793;1235.4031677246094;1411.8893203735352;1235.4031600952148;705.944694519043;882.4308395385742;1764.8696670532227
0.001;1235.403190612793;1588.5564727783203;1235.4031982421875;1588.3927688598633;1327.5681991577148;705.9485855102539;882.4308395385742;2294.3251342773438
