;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.01;811;2222;2963;2551;10874
0.009000000000000001;816;2552;3328;2834;14467
0.008;820;2907;3678;3147;18366
0.007;834;3411;4296;3679;26563
0.006;835;4034;4867;4244;35339
0.005;847;5071;5674;5014;49281
0.004;855;6472;6695;5936;70524
0.003;866;9067;8375;7434;112988
0.002;875;15043;12147;10545;248741
0.001;897;30316;19642;15781;665953
