;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.01;981;2300;3037;2606;12760
0.009000000000000001;812;2591;3202;2935;14387
0.008;822;2940;3601;3137;18374
0.007;835;3465;4440;3785;26595
0.006;836;4127;4869;4984;35398
0.005;846;5230;5697;5032;49296
0.004;849;6594;6717;5991;70491
0.003;860;9069;8379;7440;112904
0.002;874;14935;12172;10535;248478
0.001;901;31410;20230;15817;664289
