;CloSpan;CMClaSP;BIDE;ClaSP
0.2;466;317;209;465
0.17500000000000002;552;362;240;535
0.15000000000000002;732;431;317;671
0.12500000000000003;997;520;437;851
0.10000000000000003;1465;709;666;1223
0.07500000000000004;2386;1025;1155;1876
0.05000000000000004;4800;1857;2578;3360
0.025000000000000036;14779;5032;8947;8848
