;CloSpan;CMClaSP;BIDE;ClaSP
0.2;465;322;205;467
0.17500000000000002;552;363;246;547
0.15000000000000002;732;430;320;673
0.12500000000000003;999;521;434;856
0.10000000000000003;1469;706;663;1221
0.07500000000000004;2376;1027;1157;1880
0.05000000000000004;4806;1860;2575;3360
0.025000000000000036;14792;5095;9033;8900
