;CloSpan;CMClaSP;BIDE;ClaSP
0.2;766;447;296;575
0.17500000000000002;575;399;253;587
0.15000000000000002;775;451;330;688
0.12500000000000003;1043;591;470;877
0.10000000000000003;1489;739;665;1235
0.07500000000000004;2380;1045;1183;1949
0.05000000000000004;5251;1895;2630;3404
0.025000000000000036;15999;5095;8954;8870
