;CloSpan;CMClaSP;BIDE;ClaSP
0.2;466;331;210;473
0.17500000000000002;560;369;242;539
0.15000000000000002;739;444;318;684
0.12500000000000003;1001;547;439;888
0.10000000000000003;1481;708;666;1233
0.07500000000000004;2384;1044;1151;1898
0.05000000000000004;4798;1855;2580;3503
0.025000000000000036;14816;5087;8995;8858
