;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.01;131;131;131;131;131
0.009000000000000001;154;154;154;154;154
0.008;178;178;178;178;178
0.007;212;212;212;212;212
0.006;254;254;254;254;254
0.005;321;321;321;321;321
0.004;413;413;413;413;413
0.003;582;582;582;582;582
0.002;951;951;951;951;951
0.001;1899;1899;1899;1899;1899
