;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.8;3225;855;3160;4868;2784
0.775;3520;2406;4903;7058;2994
0.75;3832;4716;7116;8013;3077
0.725;3678;6780;10732;9361;3731
0.7;4036;9478;11425;11752;4259
0.6749999999999999;3837;11324;15969;13754;4786
0.6499999999999999;3701;14832;24229;15581;5768
0.6249999999999999;3706;14819;22555;15856;5779
0.5999999999999999;3764;14745;22773;16027;5820
0.5749999999999998;3760;15823;24025;15951;5967
0.5499999999999998;3796;31276;41949;19281;8364
0.5249999999999998;3848;53768;61513;24672;12813
