;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.01;881;2696;2902;2304;8193
0.009000000000000001;814;3109;3372;2441;10883
0.008;812;3586;3755;2443;13911
0.007;826;4243;4053;2875;20253
0.006;827;4915;4557;3423;27011
0.005;838;6144;5374;4157;37735
0.004;840;8014;6452;4907;54041
0.003;912;10903;8116;6862;86963
0.002;883;18238;11151;9433;195896
0.001;889;36533;17157;13889;545352
