;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.5;45;45;45;45;45
0.45;83;83;83;83;83
0.4;140;140;140;140;140
0.35000000000000003;260;260;260;260;260
0.30000000000000004;427;427;427;427;427
0.25000000000000006;688;688;688;688;688
0.20000000000000007;1203;1203;1203;1203;1203
0.15000000000000008;2261;2261;2261;2261;2261
0.10000000000000007;4897;4897;4897;4897;4897
