;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.8;168.49590301513672;384.1068115234375;515.2617340087891;189.3836441040039;968.8891983032227;1044.9759674072266;673.3434219360352;766.203742980957
0.775;235.63735961914062;1138.6860885620117;496.90301513671875;988.3486099243164;558.1316452026367;1536.2544174194336;286.8954086303711;752.9204330444336
0.75;286.7564697265625;1132.8671264648438;254.0834732055664;1116.0566024780273;381.11949920654297;1656.0557403564453;286.8622360229492;930.6203918457031
0.725;53.956626892089844;1070.5169677734375;163.0913314819336;1145.5329666137695;669.8954086303711;1906.5714569091797;290.2086639404297;1821.9049453735352
0.7;871.8599624633789;1165.3034896850586;203.11756896972656;933.402473449707;625.1076965332031;2136.2952270507812;290.24945068359375;1504.214942932129
0.6749999999999999;123.88541412353516;1187.030158996582;807.3287658691406;1036.7626190185547;695.0570907592773;2065.3120727539062;290.51231384277344;2723.973258972168
0.6499999999999999;381.9606018066406;1190.9033584594727;243.0697784423828;1103.545669555664;618.1421051025391;2461.7161178588867;308.1364059448242;2895.5256958007812
0.6249999999999999;362.51336669921875;1287.4393005371094;820.529167175293;1224.6493682861328;464.42823791503906;2566.2444915771484;413.6522979736328;3064.555839538574
0.5999999999999999;393.17903900146484;1210.493896484375;994.7699432373047;1239.965965270996;678.0503768920898;2468.5818786621094;243.16517639160156;3201.393310546875
0.5749999999999998;233.4490966796875;1338.801887512207;611.6184310913086;1086.421287536621;518.9068832397461;2662.3106536865234;299.109130859375;3299.617088317871
0.5499999999999998;881.4696350097656;1602.654655456543;513.4570770263672;1784.7410278320312;693.853385925293;2956.16357421875;183.07901000976562;3302.849937438965
0.5249999999999998;475.5138854980469;1768.4926452636719;695.9277114868164;2007.7529830932617;861.1759490966797;2947.825439453125;211.25585174560547;3271.0026092529297
