;FPClose;Charm;LCM;DCIClosed;AprioriClose
5000;552.9900360107422;368.6601104736328;184.32999420166016;184.32999420166016;184.32999420166016
10000;368.65999603271484;1105.9800415039062;368.65999603271484;184.32999420166016;184.32999420166016
15000;184.32999420166016;1658.970069885254;184.32999420166016;184.32999420166016;184.32999420166016
20000;184.32999420166016;2211.9600982666016;184.32999420166016;368.66104888916016;184.32999420166016
25000;184.32999420166016;2764.9530868530273;368.6604766845703;368.6600036621094;184.32999420166016
30000;368.6599884033203;3502.273727416992;368.65999603271484;368.6600036621094;184.32999420166016
35000;368.6619415283203;4055.260185241699;368.65999603271484;368.6600112915039;184.32999420166016
40000;368.65999603271484;4792.584976196289;357.65682220458984;536.485710144043;357.6568145751953
