;PrefixSpan;SPADE;CMSPADE;CMSPAM;LAPIN;SPAM
0.2;37;37;37;37;37;37
0.17500000000000002;52;52;52;52;52;52
0.15000000000000002;74;74;74;74;74;74
0.12500000000000003;112;112;112;112;112;112
0.10000000000000003;173;173;173;173;173;173
0.07500000000000004;318;318;318;318;318;318
0.05000000000000004;774;774;774;774;774;774
0.025000000000000036;3281;3281;3281;3281;3281;3281
