;PrefixSpan;SPADE;CMSPADE;CMSPAM;LAPIN;SPAM
0.2;148;249;414;320;700;304
0.17500000000000002;158;270;401;312;868;359
0.15000000000000002;180;302;419;377;1181;468
0.12500000000000003;216;355;448;474;1604;636
0.10000000000000003;275;424;498;690;2427;1050
0.07500000000000004;493;584;729;1170;4363;1826
0.05000000000000004;848;976;882;2295;7444;3182
0.025000000000000036;2108;2512;2252;6683;23028;10559
