;CloSpan;BIDEPlus;CMClaSP;ClaSP
0.2;1046;706;1162;1436
0.17500000000000002;1194;818;1241;1619
0.15000000000000002;1481;968;1332;1936
0.12500000000000003;1971;1230;1457;2556
0.10000000000000003;2541;1577;1699;3233
0.07500000000000004;3720;2323;2134;4370
0.05000000000000004;6704;4142;3169;7296
0.025000000000000036;18116;11765;6914;17267
