;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.8;3061;2931;2712;2877;2925;2127;1363;2955
0.775;3093;4072;3238;3998;3286;5045;1457;4580
0.75;3194;4767;3153;4439;3223;8221;1462;5779
0.725;3265;6424;3261;5347;3307;12040;1454;16181
0.7;3326;8292;3262;5986;3321;15089;1461;16192
0.6749999999999999;3309;10225;3308;9131;3364;21376;1554;24533
0.6499999999999999;3386;12128;3356;11261;3411;32229;1452;51419
0.6249999999999999;3388;12109;3364;11378;3437;32528;1485;51602
0.5999999999999999;3357;12154;3387;10641;3412;32380;1458;51611
0.5749999999999998;3366;13143;3352;11268;3424;34299;1521;51791
0.5499999999999998;3388;22611;3385;15499;3444;58639;1455;91023
0.5249999999999998;3373;36616;3390;21313;3440;98597;1461;90716
