;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.8;2864;2984;2863;2940;2941;2043;1444;2947
0.775;3069;3906;3075;3717;3226;5015;1443;4351
0.75;3104;4720;3099;4287;3161;8115;1443;5691
0.725;3205;6305;3221;5316;3257;11991;1446;16018
0.7;3203;8323;3203;5873;3320;15113;1449;15983
0.6749999999999999;3238;10217;3233;9143;3351;20910;1484;23775
0.6499999999999999;3298;12136;3338;11212;3358;31980;1446;50777
0.6249999999999999;3302;12188;3303;11303;3362;32294;1442;50756
0.5999999999999999;3319;12187;3300;10695;3425;32644;1444;50798
0.5749999999999998;3304;13091;3304;11150;3367;34518;1444;50817
0.5499999999999998;3341;22871;3332;15331;3452;58472;1442;93775
0.5249999999999998;3335;37613;3346;21470;3395;98397;1458;93384
