;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.8;2879;2994;2878;2944;2941;2057;1444;2953
0.775;3097;3933;3072;3724;3138;4947;1442;4364
0.75;3102;4753;3113;4300;3170;8124;1446;5770
0.725;3214;6278;3212;5302;3270;12018;1443;16190
0.7;3215;8627;3210;5891;3260;15134;1444;16114
0.6749999999999999;3246;10471;3240;9308;3305;20927;1446;24157
0.6499999999999999;3308;12261;3306;11396;3372;32196;1448;52624
0.6249999999999999;3351;12794;3318;11418;3410;32774;1451;52702
0.5999999999999999;3309;12309;3312;10856;3374;32722;1448;52759
0.5749999999999998;3309;13439;3311;11401;3370;34599;1447;52843
0.5499999999999998;3351;23412;3345;15635;3439;58554;1445;93565
0.5249999999999998;3346;37752;3338;21825;3403;98456;1444;93874
