;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.8;2847;2799;2766;2940;2894;2100;1359;3087
0.775;3155;4072;3394;4020;3322;5243;1502;4100
0.75;3316;5566;3375;4642;3351;8189;1535;5190
0.725;3489;8265;3469;6436;3531;15179;1485;14964
0.7;3426;8454;3361;6944;3425;14637;1436;13962
0.6749999999999999;3315;10778;3325;8291;3375;19871;1438;26134
0.6499999999999999;3455;13570;3378;9949;3448;29361;1486;62936
0.6249999999999999;3485;13824;3334;10157;3463;35075;1496;65397
0.5999999999999999;3412;13441;3414;10378;3436;32898;1495;63868
0.5749999999999998;3460;14388;3339;11225;3383;33851;1518;64178
0.5499999999999998;3457;25796;3343;14852;3452;49944;1455;129761
0.5249999999999998;3380;39726;3339;19996;3456;87908;1498;120974
