;CloSpan;BIDEPlus;CMClaSP;ClaSP
5000;737.3211135864258;368.6600036621094;368.6600112915039;737.3205795288086
10000;1290.313850402832;737.3200531005859;552.989990234375;1105.9800262451172
15000;2027.641975402832;921.6499862670898;737.3211898803711;1658.9731140136719
20000;3133.627861022949;1105.9800338745117;737.3200454711914;2396.2927322387695
25000;3870.96337890625;1290.3100204467773;921.6511764526367;2949.285804748535
30000;4976.96223449707;1615.4310989379883;1076.9564819335938;3589.8621215820312
35000;5743.814666748047;1983.8967361450195;1082.1328125;4148.172660827637
40000;6945.755950927734;2150.287757873535;1254.341926574707;4838.200645446777
