;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.01;1220.4945449829102;1046.4006729125977;1220.497817993164;1046.1382598876953;871.7818832397461
0.009000000000000001;1220.4945983886719;1046.4006423950195;1220.4977493286133;1046.1382598876953;871.7819061279297
0.008;1312.6595840454102;1220.8216400146484;1220.4978713989258;1046.1381912231445;871.7819061279297
0.007;1220.494613647461;1395.2425689697266;1220.4978713989258;1046.1382217407227;871.7818832397461
0.006;1220.494644165039;1569.6634674072266;1220.497817993164;1046.1382369995117;871.7818832397461
0.005;1220.4945907592773;1918.5054092407227;1220.497817993164;1046.1382598876953;871.7818832397461
0.004;1220.494613647461;2441.7681045532227;1394.8541717529297;1046.1382446289062;871.7818832397461
0.003;1220.4946060180664;3313.8725967407227;1394.8542404174805;1220.4945678710938;871.7819061279297
0.002;1220.49462890625;6279.027481079102;1404.1594848632812;1228.5298919677734;877.521354675293
0.001;1228.5299072265625;9129.46469116211;1393.1285705566406;1393.1255416870117;870.7034912109375
